id_cliente,fecha_observacion,probabilidad_churn_90d,prediccion_churn_90d,nivel_riesgo_churn,recencia_dias,frecuencia_365d,monto_365d,cantidad_365d,ticket_promedio_365d,descuento_pct_ponderado_365d,categorias_distintas_365d,canales_distintos_365d,participacion_digital_365d,antiguedad_cliente_dias,edad,genero,ciudad,segmento,canal_preferido,modelo,ventana_historica_dias,horizonte_churn_dias
C06033,2025-12-31,0.4623642280438071,0,Medio,296,2.0,1754.9599999999998,19.0,877.4799999999999,0.08355558265228857,5.0,2.0,0.5,2095,43.0,M,Cusco,Masivo,Tienda,Logistic Regression,365,90
C02001,2025-12-31,0.44468030278472526,0,Medio,340,1.0,2400.56,6.0,2400.56,0.0,2.0,1.0,0.0,2095,48.0,F,Lima,Premium,Tienda,Logistic Regression,365,90
C14687,2025-12-31,0.471832482042117,0,Medio,81,4.0,3776.7000000000003,21.0,944.1750000000001,0.08550602229637128,5.0,2.0,0.75,2094,35.0,M,Lima,Premium,Tienda,Logistic Regression,365,90
C03390,2025-12-31,0.46512191506560135,0,Medio,55,2.0,634.12,4.0,317.06,0.0042494480473595775,3.0,2.0,0.5,2094,26.0,M,Arequipa,Masivo,Tienda,Logistic Regression,365,90
C06333,2025-12-31,0.483842544232299,0,Medio,3,5.0,1452.64,16.0,290.528,0.053021881131964765,5.0,3.0,0.4,2094,41.0,F,Trujillo,Masivo,Web,Logistic Regression,365,90
C07839,2025-12-31,0.4602801478592294,0,Medio,36,2.0,185.91,6.0,92.955,0.13361828688600988,2.0,1.0,0.0,2094,49.0,F,Trujillo,Preferente,Tienda,Logistic Regression,365,90
C12939,2025-12-31,0.4681419267376542,0,Medio,224,3.0,4816.96,17.0,1605.6533333333334,0.005917637092313914,5.0,2.0,0.3333333333333333,2094,47.0,F,Lima,Preferente,Tienda,Logistic Regression,365,90
C04406,2025-12-31,0.4795789945295007,0,Medio,14,7.0,10417.029999999999,45.0,1488.1471428571426,0.022737625780764808,6.0,3.0,0.42857142857142855,2094,44.0,M,Arequipa,Masivo,App,Logistic Regression,365,90
C04747,2025-12-31,0.4768926646605945,0,Medio,52,7.0,7963.28,40.0,1137.6114285714286,0.03277353099789388,5.0,3.0,0.2857142857142857,2094,40.0,F,Lima,Masivo,Tienda,Logistic Regression,365,90
C07421,2025-12-31,0.4779436180204306,0,Medio,7,4.0,1357.56,17.0,339.39,0.07961860610169491,5.0,3.0,0.5,2094,37.0,F,Arequipa,Masivo,Tienda,Logistic Regression,365,90
C07736,2025-12-31,0.46801840830383645,0,Medio,21,6.0,2701.14,29.0,450.19,0.0627979123151547,3.0,1.0,0.0,2094,52.0,M,Lima,Preferente,Tienda,Logistic Regression,365,90
C01609,2025-12-31,0.4845918381751626,0,Medio,6,9.0,11391.25,51.0,1265.6944444444443,0.06454877279655227,6.0,3.0,0.5555555555555556,2093,39.0,F,Piura,Preferente,Web,Logistic Regression,365,90
C06414,2025-12-31,0.46871886712946464,0,Medio,151,4.0,4104.05,18.0,1026.0125,0.006020000484390517,4.0,2.0,0.25,2093,32.0,F,Lima,Masivo,Tienda,Logistic Regression,365,90
C09614,2025-12-31,0.47455591523016394,0,Medio,37,3.0,1833.0600000000002,8.0,611.0200000000001,0.07159832457975213,4.0,2.0,0.6666666666666666,2092,35.0,M,Trujillo,Masivo,Tienda,Logistic Regression,365,90
C13619,2025-12-31,0.4588410538646681,0,Medio,13,4.0,4191.29,25.0,1047.8225,0.020134813356680794,3.0,2.0,0.25,2092,20.0,M,Trujillo,Masivo,Web,Logistic Regression,365,90
C04382,2025-12-31,0.48193893732277593,0,Medio,41,4.0,2239.83,10.0,559.9575,0.12567130109260394,5.0,3.0,0.5,2092,44.0,M,Arequipa,Masivo,Web,Logistic Regression,365,90
C06543,2025-12-31,0.4716587590242446,0,Medio,155,4.0,1250.07,13.0,312.5175,0.027166358747675045,4.0,3.0,0.5,2092,23.0,F,Lima,Preferente,App,Logistic Regression,365,90
C02351,2025-12-31,0.44702230495146617,0,Medio,269,1.0,343.16,2.0,343.16,0.0,1.0,1.0,1.0,2092,40.0,F,Arequipa,Masivo,Web,Logistic Regression,365,90
C07929,2025-12-31,0.46711740830780074,0,Medio,147,3.0,2863.89,13.0,954.63,0.02759890091607304,4.0,2.0,0.3333333333333333,2092,19.0,M,Piura,Masivo,Tienda,Logistic Regression,365,90
C08646,2025-12-31,0.45978487665966045,0,Medio,73,3.0,196.23000000000002,8.0,65.41000000000001,0.04025408392839676,2.0,2.0,0.3333333333333333,2092,28.0,F,Arequipa,Preferente,Web,Logistic Regression,365,90
C10311,2025-12-31,0.4733855127217313,0,Medio,124,5.0,1400.09,23.0,280.018,0.025229673542988034,5.0,2.0,0.4,2091,28.0,F,Lima,Preferente,Web,Logistic Regression,365,90
C11780,2025-12-31,0.4719880171696824,0,Medio,144,4.0,5602.710000000001,20.0,1400.6775000000002,0.03462704857443651,5.0,3.0,0.5,2091,18.0,M,Lima,Preferente,Tienda,Logistic Regression,365,90
C07808,2025-12-31,0.4621488837756769,0,Medio,192,1.0,633.65,5.0,633.65,0.07124181751557347,4.0,1.0,0.0,2091,33.0,M,Trujillo,Preferente,App,Logistic Regression,365,90
C05017,2025-12-31,0.4686357779341836,0,Medio,5,3.0,8002.17,16.0,2667.39,0.0037264433958740556,5.0,2.0,0.3333333333333333,2091,34.0,M,Lima,Masivo,App,Logistic Regression,365,90
C01657,2025-12-31,0.48449089593769196,0,Medio,9,7.0,6972.79,37.0,996.1128571428571,0.08154799436765908,6.0,2.0,0.42857142857142855,2090,41.0,M,Trujillo,Masivo,Web,Logistic Regression,365,90
C13984,2025-12-31,0.4869816093434874,0,Medio,17,8.0,11739.08,33.0,1467.385,0.1078398235603479,5.0,3.0,0.5,2090,35.0,F,Lima,Masivo,Web,Logistic Regression,365,90
C14831,2025-12-31,0.44674986941052086,0,Medio,47,1.0,3311.99,10.0,3311.99,0.036568450417430266,3.0,1.0,0.0,2089,52.0,M,Lima,Masivo,Web,Logistic Regression,365,90
C05988,2025-12-31,0.4605365018010535,0,Medio,61,2.0,343.28,8.0,171.64,0.12667195664894296,3.0,2.0,0.5,2089,44.0,F,Lima,Masivo,Web,Logistic Regression,365,90
C07707,2025-12-31,0.4700611785584892,0,Medio,25,6.0,2346.16,40.0,391.02666666666664,0.07446223051524105,5.0,3.0,0.6666666666666666,2089,50.0,F,Lima,Preferente,App,Logistic Regression,365,90
C01586,2025-12-31,0.4665827570183193,0,Medio,157,2.0,1301.59,8.0,650.795,7.579223931965368e-05,4.0,2.0,0.5,2089,33.0,F,Trujillo,Masivo,App,Logistic Regression,365,90
C09222,2025-12-31,0.44104796600372825,0,Medio,283,1.0,3161.85,8.0,3161.85,0.054298150081205,2.0,1.0,1.0,2089,34.0,No especificado,Lima,Preferente,Tienda,Logistic Regression,365,90
C06608,2025-12-31,0.46996407966301645,0,Medio,121,4.0,3599.3900000000003,23.0,899.8475000000001,0.08540327938833539,5.0,2.0,0.25,2089,32.0,M,Lima,Premium,Tienda,Logistic Regression,365,90
C04678,2025-12-31,0.4579277987800851,0,Medio,68,1.0,457.01,4.0,457.01,0.003167578414692667,3.0,1.0,0.0,2089,31.0,M,Arequipa,Masivo,,Logistic Regression,365,90
C13608,2025-12-31,0.44597660507943665,0,Medio,108,1.0,100.6,7.0,100.6,0.03663728813559322,1.0,1.0,0.0,2089,36.0,F,Arequipa,Masivo,App,Logistic Regression,365,90
C09058,2025-12-31,0.48555330560148235,0,Medio,15,6.0,2036.4,13.0,339.40000000000003,0.06384183112900928,4.0,3.0,0.6666666666666666,2089,18.0,F,Arequipa,Masivo,Tienda,Logistic Regression,365,90
C14177,2025-12-31,0.468108663043949,0,Medio,29,6.0,5231.75,32.0,871.9583333333334,0.03010737873436964,4.0,2.0,0.3333333333333333,2089,18.0,M,Lima,Masivo,Web,Logistic Regression,365,90
C04635,2025-12-31,0.4668942978870082,0,Medio,35,3.0,6682.289999999999,11.0,2227.43,0.024579719209945887,4.0,2.0,0.3333333333333333,2088,25.0,F,Cusco,Preferente,App,Logistic Regression,365,90
C03718,2025-12-31,0.4509558734984199,0,Medio,107,2.0,4611.3099999999995,14.0,2305.6549999999997,0.08023518929624998,3.0,1.0,1.0,2088,25.0,F,Lima,Premium,Tienda,Logistic Regression,365,90
C01370,2025-12-31,0.4584002621409814,0,Medio,4,3.0,2720.66,24.0,906.8866666666667,0.01186747877123784,4.0,2.0,0.3333333333333333,2088,43.0,F,Lima,Masivo,Web,Logistic Regression,365,90
C09134,2025-12-31,0.48102710965048506,0,Medio,46,6.0,8421.52,34.0,1403.5866666666668,0.07127436208482303,6.0,2.0,0.16666666666666666,2088,48.0,F,Lima,Masivo,Tienda,Logistic Regression,365,90
C03573,2025-12-31,0.46884946124614746,0,Medio,6,4.0,1236.78,19.0,309.195,0.07365381383225729,4.0,1.0,0.0,2088,33.0,M,Lima,Preferente,Tienda,Logistic Regression,365,90
C11005,2025-12-31,0.46124500455529877,0,Medio,6,4.0,3819.81,25.0,954.9525,0.04169586177656353,3.0,2.0,0.25,2087,46.0,F,Cusco,Masivo,Tienda,Logistic Regression,365,90
C11217,2025-12-31,0.45752624811053383,0,Medio,189,3.0,261.46000000000004,12.0,87.15333333333335,0.08747323049001815,2.0,3.0,0.6666666666666666,2087,28.0,F,Lima,Masivo,App,Logistic Regression,365,90
C11483,2025-12-31,0.46797830725254846,0,Medio,128,4.0,6433.48,17.0,1608.37,0.013061758930571194,4.0,2.0,0.25,2087,32.0,M,Lima,Masivo,Web,Logistic Regression,365,90
C02111,2025-12-31,0.4805699792464372,0,Medio,21,4.0,1245.6499999999999,16.0,311.41249999999997,0.0077699984068822685,6.0,1.0,0.0,2087,31.0,M,Arequipa,Masivo,Web,Logistic Regression,365,90
C11289,2025-12-31,0.48823462741412693,0,Medio,2,6.0,3262.65,24.0,543.775,0.05727320926012611,6.0,3.0,0.6666666666666666,2087,35.0,F,Piura,Masivo,App,Logistic Regression,365,90
C02554,2025-12-31,0.45884062349243465,0,Medio,39,3.0,7608.5199999999995,11.0,2536.173333333333,0.0003743841121900525,2.0,2.0,0.3333333333333333,2087,55.0,F,Lima,Masivo,Tienda,Logistic Regression,365,90
C13501,2025-12-31,0.4726879140036687,0,Medio,182,5.0,9974.55,30.0,1994.9099999999999,0.022722637503465936,5.0,2.0,0.2,2087,50.0,F,Arequipa,Masivo,Tienda,Logistic Regression,365,90
C11627,2025-12-31,0.46623928423181227,0,Medio,169,3.0,1613.85,9.0,537.9499999999999,0.04102324810296573,3.0,2.0,1.0,2087,50.0,F,Arequipa,Masivo,App,Logistic Regression,365,90
C09259,2025-12-31,0.47496936025141673,0,Medio,22,4.0,791.81,10.0,197.9525,0.11703507738971407,4.0,2.0,0.25,2087,40.0,M,Lima,Preferente,Web,Logistic Regression,365,90
C05325,2025-12-31,0.45340577310164604,0,Medio,12,2.0,4254.66,23.0,2127.33,0.019851398004529088,4.0,1.0,0.0,2086,55.0,F,Lima,Masivo,Tienda,Logistic Regression,365,90
C01776,2025-12-31,0.4776395558876699,0,Medio,23,4.0,576.02,10.0,144.005,0.05417657055597518,4.0,3.0,0.5,2086,45.0,M,Lima,Premium,Tienda,Logistic Regression,365,90
C07965,2025-12-31,0.48605174186633354,0,Medio,94,5.0,3601.75,14.0,720.35,0.09843890728684032,5.0,2.0,0.4,2086,38.0,F,Trujillo,Masivo,Tienda,Logistic Regression,365,90
C04762,2025-12-31,0.47677141219050156,0,Medio,38,7.0,9552.34,48.0,1364.6200000000001,0.028811260397063353,6.0,2.0,0.42857142857142855,2086,18.0,M,Trujillo,Masivo,Tienda,Logistic Regression,365,90
C03088,2025-12-31,0.46883363451466603,0,Medio,12,4.0,5931.089999999999,27.0,1482.7724999999998,0.12435707169653101,5.0,2.0,0.25,2086,55.0,F,Lima,Masivo,App,Logistic Regression,365,90
C05814,2025-12-31,0.49274948229891385,0,Medio,8,8.0,5405.35,36.0,675.66875,0.03723302133798803,6.0,3.0,0.625,2086,61.0,M,Lima,Masivo,Tienda,Logistic Regression,365,90
C08867,2025-12-31,0.474922224468909,0,Medio,2,3.0,2352.2200000000003,15.0,784.0733333333334,0.09591146719348752,5.0,3.0,0.6666666666666666,2086,53.0,F,Arequipa,Masivo,Tienda,Logistic Regression,365,90
C09348,2025-12-31,0.49841370020735815,0,Medio,2,10.0,4439.45,42.0,443.945,0.08126066765587846,6.0,3.0,0.3,2086,50.0,F,Arequipa,Masivo,Tienda,Logistic Regression,365,90
C03822,2025-12-31,0.46779542809987906,0,Medio,118,4.0,9145.400000000001,24.0,2286.3500000000004,0.09294572592394963,5.0,2.0,0.5,2086,35.0,No especificado,Piura,Masivo,Web,Logistic Regression,365,90
C04836,2025-12-31,0.4759392541132705,0,Medio,105,6.0,7172.88,34.0,1195.48,0.08105814033037903,5.0,3.0,0.5,2085,47.0,F,Lima,Masivo,Tienda,Logistic Regression,365,90
C11156,2025-12-31,0.47329600137454214,0,Medio,125,6.0,7124.8099999999995,41.0,1187.4683333333332,0.008516893889950361,6.0,2.0,0.16666666666666666,2085,37.0,M,Arequipa,Masivo,Web,Logistic Regression,365,90
C10637,2025-12-31,0.46627888754520797,0,Medio,30,5.0,1632.35,28.0,326.46999999999997,0.07508018313067326,3.0,3.0,0.4,2085,59.0,F,Piura,Masivo,Tienda,Logistic Regression,365,90
C07336,2025-12-31,0.4381305518316019,0,Medio,393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2085,42.0,F,Trujillo,Masivo,Web,Logistic Regression,365,90
C10835,2025-12-31,0.48014590819939856,0,Medio,15,8.0,5244.92,44.0,655.615,0.07437975504729635,5.0,3.0,0.5,2085,52.0,F,Piura,Premium,Tienda,Logistic Regression,365,90
C02570,2025-12-31,0.4837043340127543,0,Medio,78,7.0,1845.73,28.0,263.67571428571426,0.053802392486761094,5.0,3.0,0.2857142857142857,2084,33.0,F,Lima,Masivo,App,Logistic Regression,365,90
C00293,2025-12-31,0.4768962322099579,0,Medio,63,6.0,6516.110000000001,41.0,1086.0183333333334,0.04156608331899234,6.0,3.0,0.6666666666666666,2084,55.0,M,Cusco,Masivo,App,Logistic Regression,365,90
C08984,2025-12-31,0.4727833726856712,0,Medio,143,4.0,7240.030000000001,13.0,1810.0075000000002,0.004087492692320919,4.0,2.0,0.5,2084,44.0,F,Arequipa,Preferente,App,Logistic Regression,365,90
C06196,2025-12-31,0.4782064085763392,0,Medio,45,5.0,1808.63,22.0,361.726,0.027959577784227103,5.0,2.0,0.2,2084,49.0,M,Piura,Masivo,Web,Logistic Regression,365,90
C14872,2025-12-31,0.47240715981224296,0,Medio,36,4.0,2287.9500000000003,15.0,571.9875000000001,0.06583744610485055,4.0,1.0,0.0,2084,42.0,F,Lima,Masivo,Tienda,Logistic Regression,365,90
C08934,2025-12-31,0.4723660959347553,0,Medio,158,3.0,410.80999999999995,6.0,136.93666666666664,0.11123760681911603,4.0,3.0,0.6666666666666666,2084,27.0,F,Arequipa,Masivo,Web,Logistic Regression,365,90
C07061,2025-12-31,0.478625716388845,0,Medio,8,5.0,8699.16,28.0,1739.8319999999999,0.05635066224519019,6.0,2.0,0.2,2084,29.0,F,Lima,Masivo,Tienda,Logistic Regression,365,90
C05255,2025-12-31,0.44936525424632173,0,Medio,15,1.0,391.52,8.0,391.52,0.0,2.0,1.0,0.0,2083,41.0,F,Arequipa,Preferente,Web,Logistic Regression,365,90
C07146,2025-12-31,0.43830086718422334,0,Medio,615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2083,67.0,M,Piura,Masivo,,Logistic Regression,365,90
C11440,2025-12-31,0.4744807061884758,0,Medio,67,5.0,10045.73,27.0,2009.146,0.019042627053682593,5.0,2.0,0.2,2083,48.0,M,Arequipa,Premium,App,Logistic Regression,365,90
C06383,2025-12-31,0.47323545897385744,0,Medio,24,3.0,2858.0699999999997,11.0,952.6899999999999,0.012722115866233261,5.0,2.0,0.3333333333333333,2083,18.0,F,Cusco,Preferente,App,Logistic Regression,365,90
C14636,2025-12-31,0.46924318421145417,0,Medio,12,4.0,4829.23,25.0,1207.3075,0.012393714518266446,5.0,3.0,0.5,2083,25.0,M,Cusco,Masivo,Web,Logistic Regression,365,90
C13920,2025-12-31,0.4538368590513292,0,Medio,14,2.0,528.15,17.0,264.075,0.04438300070566523,3.0,1.0,0.0,2083,30.0,F,Lima,Preferente,Tienda,Logistic Regression,365,90
C07198,2025-12-31,0.4367302624619771,0,Medio,653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2083,58.0,M,Lima,Premium,Tienda,Logistic Regression,365,90
C12594,2025-12-31,0.48813491801231884,0,Medio,178,7.0,3962.0200000000004,29.0,566.0028571428572,0.048973785897398966,6.0,2.0,0.14285714285714285,2082,35.0,F,Lima,Masivo,Tienda,Logistic Regression,365,90
C06824,2025-12-31,0.48077104019232386,0,Medio,10,7.0,2182.5699999999997,33.0,311.79571428571427,0.04292157425069614,5.0,3.0,0.2857142857142857,2082,18.0,M,Trujillo,Masivo,Web,Logistic Regression,365,90
C14496,2025-12-31,0.5032963568865406,1,Medio,42,10.0,6356.2,34.0,635.62,0.04701660951844061,6.0,3.0,0.2,2082,36.0,F,Lima,Masivo,Tienda,Logistic Regression,365,90
C04165,2025-12-31,0.47273954585100497,0,Medio,47,5.0,8469.210000000001,35.0,1693.842,0.12004887382800812,6.0,2.0,0.4,2082,43.0,F,Cusco,Masivo,Web,Logistic Regression,365,90
C11763,2025-12-31,0.459464455189145,0,Medio,50,3.0,570.11,12.0,190.03666666666666,0.051546382525660864,2.0,3.0,0.6666666666666666,2082,50.0,M,Lima,Masivo,Web,Logistic Regression,365,90
C14262,2025-12-31,0.4855040395095478,0,Medio,91,9.0,9009.55,51.0,1001.061111111111,0.05465560410180862,6.0,3.0,0.2222222222222222,2082,37.0,M,Lima,Masivo,Tienda,Logistic Regression,365,90
C03109,2025-12-31,0.47599301616023354,0,Medio,4,4.0,7225.949999999999,20.0,1806.4874999999997,0.04497209240545478,5.0,2.0,0.25,2082,38.0,F,Trujillo,Masivo,Tienda,Logistic Regression,365,90
C09369,2025-12-31,0.47749635488826786,0,Medio,71,5.0,5631.22,23.0,1126.2440000000001,0.03744435001401642,5.0,2.0,0.4,2081,50.0,M,Piura,Masivo,Web,Logistic Regression,365,90
C02762,2025-12-31,0.4658347974068688,0,Medio,47,4.0,1519.48,17.0,379.87,0.05185920004991889,3.0,2.0,0.5,2081,33.0,F,Lima,Masivo,Tienda,Logistic Regression,365,90
C12694,2025-12-31,0.4764995206054584,0,Medio,28,4.0,3766.0399999999995,17.0,941.5099999999999,0.04645642446784537,5.0,2.0,0.25,2081,48.0,M,Lima,Masivo,,Logistic Regression,365,90
C08147,2025-12-31,0.44175349908442757,0,Medio,111,1.0,918.71,15.0,918.71,0.025673747507741908,2.0,1.0,0.0,2081,31.0,M,Lima,Premium,App,Logistic Regression,365,90
C13476,2025-12-31,0.4585610262958154,0,Medio,49,2.0,2489.8,17.0,1244.9,0.09084218098430576,4.0,2.0,0.5,2081,35.0,F,Arequipa,Masivo,App,Logistic Regression,365,90
C09473,2025-12-31,0.4876517134469241,0,Medio,26,6.0,1791.9,19.0,298.65000000000003,0.062427455617586586,5.0,2.0,0.3333333333333333,2081,29.0,F,Trujillo,Masivo,Tienda,Logistic Regression,365,90
C05771,2025-12-31,0.46743152582357206,0,Medio,12,4.0,944.7900000000001,20.0,236.19750000000002,0.08910430678750482,4.0,2.0,0.25,2081,38.0,F,Lima,Masivo,Web,Logistic Regression,365,90
C01231,2025-12-31,0.4528703183706548,0,Medio,252,1.0,126.11999999999999,3.0,126.11999999999999,0.059029485935984484,2.0,1.0,1.0,2081,42.0,F,Lima,Premium,Tienda,Logistic Regression,365,90
C05176,2025-12-31,0.47173500622662906,0,Medio,138,4.0,5626.92,17.0,1406.73,0.09446509433658626,4.0,2.0,0.25,2081,49.0,F,Arequipa,Masivo,Tienda,Logistic Regression,365,90
C02078,2025-12-31,0.4737004816524276,0,Medio,37,6.0,1329.84,27.0,221.64,0.045313161899839194,4.0,2.0,0.16666666666666666,2080,18.0,M,Lima,Masivo,Tienda,Logistic Regression,365,90
C13453,2025-12-31,0.4654195298181194,0,Medio,20,4.0,724.76,19.0,181.19,0.04798695914882438,3.0,2.0,0.25,2080,33.0,F,Cusco,Masivo,Tienda,Logistic Regression,365,90
C10595,2025-12-31,0.48099101546631035,0,Medio,46,5.0,1876.41,16.0,375.28200000000004,0.05979431489071723,4.0,3.0,0.4,2080,68.0,M,Lima,Masivo,Tienda,Logistic Regression,365,90
C02748,2025-12-31,0.49333829614300323,0,Medio,34,7.0,3115.6299999999997,28.0,445.09,0.02972623455732824,6.0,3.0,0.42857142857142855,2080,38.0,M,Trujillo,Masivo,Tienda,Logistic Regression,365,90
C11179,2025-12-31,0.47911093126951554,0,Medio,13,6.0,6760.969999999999,39.0,1126.8283333333331,0.06932827040055722,6.0,3.0,0.6666666666666666,2080,33.0,M,Trujillo,Preferente,Tienda,Logistic Regression,365,90
C10802,2025-12-31,0.4595353992038882,0,Medio,30,3.0,12374.699999999999,13.0,4124.9,0.050266386127025664,3.0,1.0,0.0,2080,21.0,M,Trujillo,Masivo,App,Logistic Regression,365,90
C04685,2025-12-31,0.4675121993271111,0,Medio,171,3.0,10014.45,19.0,3338.15,0.06658227154947433,5.0,3.0,0.6666666666666666,2080,52.0,M,Lima,Masivo,Tienda,Logistic Regression,365,90
C10962,2025-12-31,0.48257612144095396,0,Medio,44,7.0,10641.43,33.0,1520.2042857142858,0.014404919157874847,5.0,3.0,0.2857142857142857,2079,18.0,F,Cusco,Masivo,Tienda,Logistic Regression,365,90
C11398,2025-12-31,0.45898481344473296,0,Medio,8,7.0,11559.83,69.0,1651.4042857142856,0.07930937899472826,6.0,2.0,0.14285714285714285,2079,18.0,F,Lima,Masivo,Tienda,Logistic Regression,365,90
C04906,2025-12-31,0.47048646437646435,0,Medio,54,3.0,3231.2200000000003,12.0,1077.0733333333335,0.012206298702291245,4.0,3.0,0.6666666666666666,2079,49.0,F,Lima,Masivo,Tienda,Logistic Regression,365,90
C12107,2025-12-31,0.4660652173992628,0,Medio,236,3.0,957.42,11.0,319.14,0.06403783189301217,3.0,3.0,0.6666666666666666,2078,57.0,F,Lima,Masivo,Tienda,Logistic Regression,365,90
C08548,2025-12-31,0.45352456986008294,0,Medio,102,2.0,381.21,11.0,190.605,0.03348502827007429,2.0,2.0,0.5,2078,35.0,F,Lima,Masivo,App,Logistic Regression,365,90
C08654,2025-12-31,0.47785628295216265,0,Medio,24,5.0,4697.3,31.0,939.46,0.09093524011162761,6.0,3.0,0.6,2078,64.0,M,Lima,Masivo,Web,Logistic Regression,365,90
C03030,2025-12-31,0.47059551618233836,0,Medio,6,4.0,3126.35,14.0,781.5875,0.03985531737159564,4.0,2.0,0.25,2078,25.0,No especificado,Lima,Masivo,Web,Logistic Regression,365,90
C12070,2025-12-31,0.471228247697263,0,Medio,97,5.0,5587.44,33.0,1117.4879999999998,0.06797863358782447,6.0,2.0,0.2,2078,,No especificado,Lima,Preferente,Tienda,Logistic Regression,365,90
C14795,2025-12-31,0.46809388672634494,0,Medio,97,2.0,186.72,4.0,93.36,0.0023312994229536224,3.0,2.0,0.5,2078,59.0,M,Piura,Masivo,Tienda,Logistic Regression,365,90
C03929,2025-12-31,0.46862827698809895,0,Medio,58,7.0,2318.1,48.0,331.15714285714284,0.051813333415140946,5.0,3.0,0.42857142857142855,2078,54.0,No especificado,Lima,Masivo,Web,Logistic Regression,365,90
C06260,2025-12-31,0.46506120227668085,0,Medio,54,5.0,7570.719999999999,37.0,1514.1439999999998,0.04121672952422444,5.0,2.0,0.6,2077,40.0,F,Lima,Masivo,Web,Logistic Regression,365,90
C06692,2025-12-31,0.4870229719751641,0,Medio,8,6.0,6084.300000000001,20.0,1014.0500000000002,0.09354994510021258,5.0,3.0,0.5,2077,47.0,F,Arequipa,Preferente,App,Logistic Regression,365,90
C09781,2025-12-31,0.47414892329510444,0,Medio,55,3.0,1362.94,18.0,454.31333333333333,0.041001903294352736,6.0,2.0,0.3333333333333333,2077,32.0,M,Lima,Preferente,App,Logistic Regression,365,90
C11575,2025-12-31,0.48415275444850314,0,Medio,35,7.0,4287.73,40.0,612.5328571428571,0.06653659442454853,6.0,3.0,0.7142857142857143,2077,35.0,M,Trujillo,Masivo,Tienda,Logistic Regression,365,90
C10198,2025-12-31,0.5014780626892311,1,Medio,12,11.0,13298.74,46.0,1208.9763636363637,0.03581908673892191,6.0,3.0,0.2727272727272727,2077,32.0,M,Lima,Premium,Tienda,Logistic Regression,365,90
C09187,2025-12-31,0.47946479197532915,0,Medio,21,5.0,5432.17,21.0,1086.434,0.022181206506125598,5.0,1.0,0.0,2076,42.0,M,Lima,Masivo,Tienda,Logistic Regression,365,90
C09952,2025-12-31,0.48564589103195355,0,Medio,7,9.0,28017.08,59.0,3113.008888888889,0.0071848916223479645,6.0,3.0,0.2222222222222222,2076,65.0,M,Lima,Masivo,Web,Logistic Regression,365,90
C06460,2025-12-31,0.47346223675427473,0,Medio,64,4.0,8656.95,24.0,2164.2375,0.07403643109037955,6.0,1.0,0.0,2076,18.0,F,Lima,Masivo,Tienda,Logistic Regression,365,90
C06227,2025-12-31,0.47534147890150114,0,Medio,38,4.0,2827.83,25.0,706.9575,0.08019139492900938,6.0,2.0,1.0,2076,33.0,F,Lima,Masivo,Tienda,Logistic Regression,365,90
C04548,2025-12-31,0.46652734897027914,0,Medio,90,3.0,837.3299999999999,12.0,279.10999999999996,0.057098654324741274,4.0,1.0,0.0,2076,32.0,F,Lima,Masivo,Web,Logistic Regression,365,90
C04814,2025-12-31,0.4948868531333936,0,Medio,6,10.0,6970.33,43.0,697.033,0.03941888081627703,6.0,3.0,0.4,2076,29.0,M,Lima,Masivo,Web,Logistic Regression,365,90
C03133,2025-12-31,0.4605462231548091,0,Medio,21,2.0,422.86,8.0,211.43,0.046495384233787324,3.0,2.0,0.5,2076,41.0,No especificado,Lima,Masivo,Web,Logistic Regression,365,90
C00748,2025-12-31,0.482949446490611,0,Medio,3,6.0,8458.36,30.0,1409.7266666666667,0.04000905561186214,6.0,2.0,0.3333333333333333,2076,23.0,F,Piura,Premium,Tienda,Logistic Regression,365,90
C04987,2025-12-31,0.46788401431446613,0,Medio,208,2.0,2655.8,5.0,1327.9,0.03165379802450951,4.0,1.0,0.0,2076,46.0,M,Trujillo,Preferente,App,Logistic Regression,365,90
C10387,2025-12-31,0.4691988571998245,0,Medio,123,4.0,3564.76,19.0,891.19,0.03976537244201175,4.0,1.0,0.0,2076,31.0,M,Piura,Masivo,Tienda,Logistic Regression,365,90
C05503,2025-12-31,0.4630796552753756,0,Medio,145,3.0,2879.8300000000004,21.0,959.9433333333335,0.012065398746488007,4.0,2.0,0.3333333333333333,2075,42.0,F,Trujillo,Masivo,App,Logistic Regression,365,90
C02355,2025-12-31,0.4634422674086596,0,Medio,68,2.0,1381.27,15.0,690.635,0.02695958831734224,4.0,2.0,0.5,2075,56.0,M,Piura,Preferente,Tienda,Logistic Regression,365,90
C03212,2025-12-31,0.47970202590843797,0,Medio,86,5.0,6354.1,20.0,1270.8200000000002,0.06975712434796995,5.0,3.0,0.6,2075,26.0,F,Lima,Masivo,Tienda,Logistic Regression,365,90
C10985,2025-12-31,0.46462683570029445,0,Medio,130,3.0,764.21,18.0,254.73666666666668,0.05744052220673664,4.0,1.0,0.0,2075,47.0,F,Cusco,Masivo,App,Logistic Regression,365,90
C00162,2025-12-31,0.48431736706227285,0,Medio,85,5.0,6228.150000000001,19.0,1245.63,0.01061229253243865,6.0,1.0,0.0,2075,27.0,F,Lima,Masivo,Tienda,Logistic Regression,365,90
