id_cliente,ciudad,genero,edad,segmento_comercial,canal_preferido,fecha_registro,fecha_ultima_compra,recencia_dias,frecuencia,valor_monetario,ticket_promedio,unidades_compradas,r_score,f_score,m_score,rfm_score,rfm_puntaje_total,segmento_rfm,inactivo_90d_descriptivo,tiene_compras
C14125,Cusco,F,38.0,Masivo,Tienda,2020-11-12,2025-09-14,108.0,11,7200.24,654.5672727272727,44,2,2,1,221,5,Bajo valor,True,True
C04972,Trujillo,M,22.0,Masivo,Tienda,2020-11-12,2025-12-03,28.0,18,23232.18,1290.6766666666667,109,3,5,5,355,13,Leales,False,True
C06232,Lima,F,54.0,Preferente,Tienda,2020-11-12,2025-11-07,54.0,17,18711.64,1100.684705882353,89,3,5,4,354,12,Leales,False,True
C06745,Arequipa,M,56.0,Masivo,Tienda,2020-11-12,2025-12-26,5.0,23,12306.56,535.0678260869565,101,5,5,3,553,13,Leales,False,True
C02099,Lima,M,31.0,Masivo,Tienda,2020-11-12,2025-12-06,25.0,13,21443.86,1649.5276923076924,88,4,3,5,435,12,Alto valor,False,True
C12895,Lima,F,18.0,Masivo,Web,2020-11-12,2025-12-16,15.0,13,10208.27,785.2515384615385,63,4,3,2,432,9,Regular,False,True
C14399,Cusco,F,29.0,Masivo,Tienda,2020-11-13,2025-11-09,52.0,18,20436.89,1135.3827777777778,98,3,5,5,355,13,Leales,False,True
C03345,Lima,No especificado,34.0,Masivo,Tienda,2020-11-13,2025-12-16,15.0,9,7559.25,839.9166666666666,66,4,1,2,412,7,Nuevos o prometedores,False,True
C01570,Piura,F,48.0,Masivo,App,2020-11-13,2025-09-08,114.0,16,6352.99,397.061875,72,2,4,1,241,7,En riesgo,True,True
C03916,Lima,M,34.0,Masivo,,2020-11-13,2025-09-30,92.0,14,30011.89,2143.7064285714287,75,2,3,5,235,10,Alto valor,True,True
C01735,Trujillo,F,43.0,Masivo,Tienda,2020-11-13,2025-12-28,3.0,20,30857.94,1542.897,105,5,5,5,555,15,Campeones,False,True
C06019,Cusco,F,40.0,Preferente,Tienda,2020-11-13,2025-12-13,18.0,24,21696.72,904.0300000000001,138,4,5,5,455,14,Campeones,False,True
C09474,Lima,F,47.0,Masivo,Tienda,2020-11-14,2025-12-11,20.0,13,20866.6,1605.1230769230767,76,4,3,5,435,12,Alto valor,False,True
C14051,Arequipa,F,36.0,Masivo,App,2020-11-14,2025-12-03,28.0,13,19180.33,1475.41,89,3,3,4,334,10,Alto valor,False,True
C10189,Lima,M,36.0,Preferente,Web,2020-11-14,2025-08-07,146.0,15,6148.9400000000005,409.9293333333334,65,1,4,1,141,6,En riesgo,True,True
C05898,Lima,M,,Masivo,Tienda,2020-11-14,2025-11-26,35.0,20,21667.12,1083.356,89,3,5,5,355,13,Leales,False,True
C00303,Lima,M,,Masivo,Tienda,2020-11-15,2025-06-15,199.0,10,7861.550000000001,786.1550000000001,46,1,1,2,112,4,Bajo valor,True,True
C04625,Lima,F,49.0,Masivo,Tienda,2020-11-15,2025-09-17,105.0,11,23381.16,2125.56,58,2,2,5,225,9,En riesgo,True,True
C07051,Arequipa,F,45.0,Masivo,Tienda,2020-11-15,2025-08-26,127.0,10,16772.05,1677.205,59,1,1,4,114,6,En riesgo,True,True
C08413,Lima,F,26.0,Masivo,Tienda,2020-11-15,2025-03-30,276.0,6,5647.150000000001,941.1916666666667,20,1,1,1,111,3,Bajo valor,True,True
C06768,Arequipa,M,24.0,Preferente,Tienda,2020-11-15,2025-12-13,18.0,11,8960.57,814.5972727272728,75,4,2,2,422,8,Nuevos o prometedores,False,True
C07870,Trujillo,F,56.0,Preferente,Tienda,2020-11-16,2025-11-15,46.0,18,22019.45,1223.302777777778,86,3,5,5,355,13,Leales,False,True
C05158,Lima,M,48.0,Preferente,Tienda,2020-11-16,2025-10-26,66.0,14,14281.64,1020.1171428571428,82,2,3,3,233,8,En riesgo,False,True
C06983,Trujillo,F,36.0,Masivo,App,2020-11-16,2025-10-13,79.0,18,30756.92,1708.7177777777777,87,2,5,5,255,12,Alto valor,False,True
C09282,Lima,M,52.0,Preferente,App,2020-11-16,2025-12-18,13.0,13,5748.46,442.1892307692308,59,4,3,1,431,8,Regular,False,True
C04789,Piura,F,23.0,Masivo,App,2020-11-16,2025-09-06,116.0,16,31294.77,1955.923125,99,2,4,5,245,11,Alto valor,True,True
C14392,Cusco,F,42.0,Preferente,Tienda,2020-11-16,2025-12-30,1.0,16,4684.72,292.795,77,5,4,1,541,10,Leales,False,True
C10047,Trujillo,F,25.0,Preferente,Tienda,2020-11-16,2025-12-24,7.0,15,4176.47,278.4313333333333,68,5,4,1,541,10,Leales,False,True
C13666,Lima,M,26.0,Masivo,Web,2020-11-17,2025-07-31,153.0,13,10692.87,822.5284615384616,67,1,3,2,132,6,En riesgo,True,True
C01459,Trujillo,F,68.0,Preferente,App,2020-11-17,2025-12-27,4.0,19,20323.5,1069.657894736842,128,5,5,5,555,15,Campeones,False,True
C03295,Piura,F,39.0,Preferente,Web,2020-11-17,2025-12-09,22.0,18,28226.839999999997,1568.1577777777775,116,4,5,5,455,14,Campeones,False,True
C05141,Lima,F,43.0,Masivo,Tienda,2020-11-17,2025-12-30,1.0,11,8941.060000000001,812.8236363636365,63,5,2,2,522,9,Nuevos o prometedores,False,True
C02622,Lima,F,35.0,Masivo,Web,2020-11-18,2025-11-19,42.0,18,25839.719999999998,1435.54,120,3,5,5,355,13,Leales,False,True
C11561,Piura,M,39.0,Masivo,Tienda,2020-11-18,2025-09-26,96.0,12,8716.5,726.375,57,2,2,2,222,6,Bajo valor,True,True
C00999,Lima,M,28.0,Preferente,Web,2020-11-18,2025-12-19,12.0,11,14176.0,1288.7272727272727,80,4,2,3,423,9,Nuevos o prometedores,False,True
C07560,Cusco,F,53.0,Masivo,App,2020-11-18,2025-10-06,86.0,13,14867.45,1143.65,82,2,3,4,234,9,Alto valor,False,True
C05310,Lima,F,48.0,Masivo,Tienda,2020-11-18,2025-12-05,26.0,14,23367.57,1669.1121428571428,83,4,3,5,435,12,Alto valor,False,True
C09167,Lima,F,47.0,Masivo,Web,2020-11-18,2025-12-31,0.0,18,38861.39,2158.966111111111,94,5,5,5,555,15,Campeones,False,True
C11036,Trujillo,M,39.0,Masivo,Tienda,2020-11-18,2025-11-15,46.0,14,20545.199999999997,1467.5142857142855,73,3,3,5,335,11,Alto valor,False,True
C06760,Lima,M,,Masivo,Web,2020-11-18,2025-12-17,14.0,17,24999.16,1470.5388235294117,85,4,5,5,455,14,Campeones,False,True
C11479,Lima,M,49.0,Masivo,Tienda,2020-11-18,2025-11-11,50.0,15,25911.22,1727.4146666666668,81,3,4,5,345,12,Leales,False,True
C10498,Lima,M,39.0,Masivo,App,2020-11-18,2025-12-24,7.0,12,10962.619999999999,913.5516666666666,84,5,2,3,523,10,Nuevos o prometedores,False,True
C14353,Lima,F,36.0,Masivo,Tienda,2020-11-19,2025-12-20,11.0,10,4132.38,413.238,54,5,1,1,511,7,Nuevos o prometedores,False,True
C08208,Lima,M,46.0,Preferente,Tienda,2020-11-19,2025-11-18,43.0,12,23579.24,1964.9366666666667,55,3,2,5,325,10,Regular,False,True
C04591,Lima,F,38.0,Masivo,Tienda,2020-11-19,2025-12-03,28.0,24,50297.649999999994,2095.7354166666664,127,3,5,5,355,13,Leales,False,True
C08087,Arequipa,F,33.0,Masivo,Web,2020-11-19,2025-11-21,40.0,13,9517.83,732.1407692307693,81,3,3,2,332,8,Regular,False,True
C06799,Arequipa,F,26.0,Masivo,Tienda,2020-11-19,2025-04-25,250.0,16,26777.54,1673.59625,70,1,4,5,145,10,Alto valor,True,True
C09071,Piura,M,55.0,Masivo,Tienda,2020-11-19,2025-12-02,29.0,16,14607.25,912.953125,72,3,4,3,343,10,Leales,False,True
C04902,Piura,F,56.0,Masivo,Web,2020-11-19,2025-11-17,44.0,12,6949.49,579.1241666666666,69,3,2,1,321,6,Regular,False,True
C14502,Trujillo,M,45.0,Masivo,Tienda,2020-11-19,2025-07-10,174.0,10,10410.16,1041.016,44,1,1,2,112,4,Bajo valor,True,True
C01421,Trujillo,M,36.0,Masivo,App,2020-11-19,2025-12-06,25.0,18,42782.43,2376.8016666666667,126,4,5,5,455,14,Campeones,False,True
C11218,Lima,M,22.0,Premium,Tienda,2020-11-19,2025-06-30,184.0,10,2695.85,269.585,54,1,1,1,111,3,Bajo valor,True,True
C03630,Lima,F,31.0,Masivo,Tienda,2020-11-19,2025-12-03,28.0,16,24072.28,1504.5175,93,3,4,5,345,12,Leales,False,True
C13614,Lima,M,39.0,Masivo,Tienda,2020-11-19,2025-11-12,49.0,14,12580.789999999999,898.6278571428571,55,3,3,3,333,9,Regular,False,True
C10070,Lima,F,43.0,Masivo,App,2020-11-19,2025-12-10,21.0,9,4859.09,539.8988888888889,35,4,1,1,411,6,Nuevos o prometedores,False,True
C03668,Piura,M,40.0,Masivo,Web,2020-11-19,2025-12-26,5.0,16,19680.609999999997,1230.0381249999998,99,5,4,4,544,13,Campeones,False,True
C01082,Arequipa,M,39.0,Preferente,App,2020-11-19,2025-12-20,11.0,7,3236.04,462.2914285714286,23,5,1,1,511,7,Nuevos o prometedores,False,True
C11896,Arequipa,M,42.0,Masivo,App,2020-11-20,2025-12-01,30.0,9,1425.24,158.36,41,3,1,1,311,5,Regular,False,True
C04098,Cusco,F,67.0,Preferente,Tienda,2020-11-20,2025-05-21,224.0,9,4142.36,460.2622222222222,29,1,1,1,111,3,Bajo valor,True,True
C09299,Trujillo,No especificado,31.0,Preferente,Web,2020-11-20,2025-12-15,16.0,12,5234.5199999999995,436.21,44,4,2,1,421,7,Nuevos o prometedores,False,True
C07418,Arequipa,M,52.0,Masivo,Tienda,2020-11-20,2025-12-12,19.0,16,12171.52,760.72,77,4,4,3,443,11,Leales,False,True
C03686,Trujillo,F,55.0,Premium,Tienda,2020-11-20,2025-11-15,46.0,12,13117.38,1093.115,68,3,2,3,323,8,Regular,False,True
C06208,Lima,F,31.0,Masivo,App,2020-11-20,2025-12-05,26.0,18,25922.46,1440.1366666666665,82,4,5,5,455,14,Campeones,False,True
C09978,Lima,F,33.0,Masivo,Tienda,2020-11-20,2025-10-17,75.0,16,8256.29,516.018125,77,2,4,2,242,8,En riesgo,False,True
C10756,Lima,M,30.0,Masivo,Tienda,2020-11-20,2025-12-27,4.0,16,20549.55,1284.346875,86,5,4,5,545,14,Campeones,False,True
C11962,Arequipa,F,18.0,Masivo,Tienda,2020-11-21,2025-09-14,108.0,9,8734.86,970.5400000000001,28,2,1,2,212,5,Bajo valor,True,True
C02407,Trujillo,M,37.0,Premium,Web,2020-11-21,2025-08-17,136.0,16,17537.34,1096.08375,68,1,4,4,144,9,Alto valor,True,True
C08178,Trujillo,F,,Masivo,Tienda,2020-11-21,2025-06-01,213.0,9,11911.14,1323.46,51,1,1,3,113,5,En riesgo,True,True
C02480,Arequipa,M,34.0,Masivo,Tienda,2020-11-21,2025-11-25,36.0,16,21135.350000000002,1320.9593750000001,75,3,4,5,345,12,Leales,False,True
C10292,Lima,F,64.0,Masivo,Tienda,2020-11-21,2025-10-08,84.0,12,5992.86,499.405,78,2,2,1,221,5,Bajo valor,False,True
C05243,Arequipa,F,29.0,Masivo,App,2020-11-21,2025-12-14,17.0,15,12740.87,849.3913333333334,64,4,4,3,443,11,Leales,False,True
C07831,Lima,F,57.0,Preferente,Tienda,2020-11-21,2025-09-03,119.0,16,12267.53,766.720625,85,2,4,3,243,9,En riesgo,True,True
C04423,Trujillo,M,22.0,Masivo,Tienda,2020-11-22,2025-11-14,47.0,13,15902.859999999999,1223.296923076923,45,3,3,4,334,10,Alto valor,False,True
C07904,Lima,F,23.0,Masivo,Web,2020-11-22,2025-11-03,58.0,16,19364.04,1210.2525,70,3,4,4,344,11,Leales,False,True
C14832,Cusco,F,40.0,Masivo,Web,2020-11-22,2025-11-11,50.0,12,10356.29,863.0241666666667,65,3,2,2,322,7,Regular,False,True
C02256,Cusco,M,42.0,Masivo,Tienda,2020-11-22,2025-12-25,6.0,12,8172.83,681.0691666666667,60,5,2,2,522,9,Nuevos o prometedores,False,True
C01598,Arequipa,F,39.0,Masivo,Tienda,2020-11-22,2025-07-25,159.0,7,26563.72,3794.817142857143,65,1,1,5,115,7,En riesgo,True,True
C02287,Lima,M,31.0,Preferente,Web,2020-11-22,2025-11-28,33.0,15,4874.8099999999995,324.9873333333333,74,3,4,1,341,8,Leales,False,True
C11071,Arequipa,F,56.0,Premium,Tienda,2020-11-22,2025-12-30,1.0,16,12643.31,790.206875,89,5,4,3,543,12,Leales,False,True
C10612,Lima,No especificado,47.0,Masivo,Tienda,2020-11-22,2025-09-06,116.0,14,7684.09,548.8635714285714,50,2,3,2,232,7,En riesgo,True,True
C05314,Trujillo,M,48.0,Masivo,Web,2020-11-22,2025-12-09,22.0,13,14609.13,1123.7792307692307,71,4,3,3,433,10,Regular,False,True
C08531,Trujillo,F,18.0,Preferente,Tienda,2020-11-23,2025-12-05,26.0,12,3108.31,259.0258333333333,49,4,2,1,421,7,Nuevos o prometedores,False,True
C10287,Lima,F,50.0,Masivo,Tienda,2020-11-23,2025-10-11,81.0,11,26534.58,2412.2345454545457,87,2,2,5,225,9,En riesgo,False,True
C01738,Lima,M,35.0,Masivo,Tienda,2020-11-23,2025-12-25,6.0,16,5887.6,367.975,77,5,4,1,541,10,Leales,False,True
C03287,Lima,F,29.0,Masivo,App,2020-11-23,2025-12-25,6.0,17,8824.57,519.0923529411765,73,5,5,2,552,12,Leales,False,True
C02073,Lima,M,35.0,Preferente,App,2020-11-23,2025-12-08,23.0,11,13167.25,1197.0227272727273,67,4,2,3,423,9,Nuevos o prometedores,False,True
C03850,Lima,F,44.0,Masivo,Web,2020-11-23,2025-10-17,75.0,18,42406.12,2355.895555555556,111,2,5,5,255,12,Alto valor,False,True
C07126,Trujillo,F,47.0,Masivo,Tienda,2020-11-23,2025-12-04,27.0,11,19273.86,1752.169090909091,70,4,2,4,424,10,Nuevos o prometedores,False,True
C05356,Arequipa,M,44.0,Masivo,Tienda,2020-11-23,2025-12-15,16.0,8,18969.85,2371.23125,49,4,1,4,414,9,Nuevos o prometedores,False,True
C09077,Trujillo,M,38.0,Preferente,Web,2020-11-24,2025-08-07,146.0,17,11229.5,660.5588235294117,59,1,5,3,153,9,En riesgo,True,True
C13145,Lima,F,31.0,Preferente,Tienda,2020-11-24,2025-12-19,12.0,18,10542.39,585.6883333333333,83,4,5,2,452,11,Leales,False,True
C02565,Trujillo,F,22.0,Masivo,Tienda,2020-11-24,2025-12-27,4.0,10,16320.85,1632.085,54,5,1,4,514,10,Nuevos o prometedores,False,True
C04676,Arequipa,M,43.0,Masivo,App,2020-11-24,2024-07-19,530.0,11,25354.4,2304.9454545454546,59,1,2,5,125,8,En riesgo,True,True
C12590,Lima,F,26.0,Premium,Web,2020-11-24,2024-12-06,390.0,9,14095.93,1566.2144444444446,57,1,1,3,113,5,En riesgo,True,True
C01217,Arequipa,M,40.0,Masivo,Tienda,2020-11-24,2025-12-04,27.0,16,17387.64,1086.7275,124,4,4,4,444,12,Campeones,False,True
C00373,Arequipa,F,29.0,Masivo,Web,2020-11-24,2025-12-19,12.0,15,21774.52,1451.6346666666666,88,4,4,5,445,13,Campeones,False,True
C06899,Piura,M,30.0,Preferente,Tienda,2020-11-24,2025-11-06,55.0,11,10604.34,964.0309090909091,57,3,2,2,322,7,Regular,False,True
C11702,Cusco,M,44.0,Masivo,Tienda,2020-11-24,2025-11-29,32.0,17,17240.99,1014.1758823529412,93,3,5,4,354,12,Leales,False,True
C08932,Lima,F,29.0,Masivo,App,2020-11-24,2025-12-28,3.0,11,14820.960000000001,1347.3600000000001,48,5,2,4,524,11,Nuevos o prometedores,False,True
C02891,Lima,M,32.0,Masivo,Tienda,2020-11-24,2025-07-11,173.0,14,19487.83,1391.9878571428574,65,1,3,4,134,8,Alto valor,True,True
C02598,Lima,M,45.0,Masivo,Web,2020-11-25,2025-12-11,20.0,12,10319.970000000001,859.9975000000001,61,4,2,2,422,8,Nuevos o prometedores,False,True
C00874,Lima,F,37.0,Masivo,Tienda,2020-11-25,2025-12-10,21.0,14,13746.980000000001,981.9271428571429,63,4,3,3,433,10,Regular,False,True
C03453,Piura,F,37.0,Masivo,App,2020-11-25,2025-10-15,77.0,14,26867.13,1919.0807142857143,59,2,3,5,235,10,Alto valor,False,True
C09789,Trujillo,M,44.0,Masivo,Web,2020-11-25,2025-11-27,34.0,20,16603.2,830.1600000000001,75,3,5,4,354,12,Leales,False,True
C09310,Trujillo,F,44.0,Preferente,Tienda,2020-11-25,2025-08-28,125.0,15,20883.239999999998,1392.216,70,1,4,5,145,10,Alto valor,True,True
C12486,Lima,M,42.0,Masivo,Tienda,2020-11-25,2025-08-13,140.0,10,7433.4800000000005,743.3480000000001,25,1,1,2,112,4,Bajo valor,True,True
C12881,Lima,F,51.0,Preferente,Tienda,2020-11-25,2025-11-05,56.0,12,17970.68,1497.5566666666666,71,3,2,4,324,9,Regular,False,True
C10872,Lima,M,42.0,Masivo,App,2020-11-25,2025-11-23,38.0,12,17189.600000000002,1432.466666666667,48,3,2,4,324,9,Regular,False,True
C06699,Trujillo,M,18.0,Preferente,Tienda,2020-11-26,2025-08-07,146.0,15,18306.82,1220.4546666666668,83,1,4,4,144,9,Alto valor,True,True
C13049,Cusco,F,29.0,Masivo,App,2020-11-26,2025-11-30,31.0,20,27735.49,1386.7745,124,3,5,5,355,13,Leales,False,True
C07973,Trujillo,M,37.0,Masivo,Tienda,2020-11-26,2025-08-18,135.0,17,15305.6,900.3294117647059,91,1,5,4,154,10,Alto valor,True,True
C06249,Trujillo,F,68.0,Masivo,Tienda,2020-11-26,2025-11-18,43.0,15,12035.26,802.3506666666667,58,3,4,3,343,10,Leales,False,True
C01522,Lima,M,26.0,Masivo,Tienda,2020-11-26,2025-09-06,116.0,18,16128.8,896.0444444444444,93,2,5,4,254,11,Alto valor,True,True
C04282,Cusco,F,40.0,Preferente,App,2020-11-26,2025-12-16,15.0,9,22934.07,2548.23,56,4,1,5,415,10,Nuevos o prometedores,False,True
C11300,Lima,M,30.0,Preferente,App,2020-11-27,2025-11-13,48.0,14,4719.16,337.0828571428571,63,3,3,1,331,7,Regular,False,True
C09898,Lima,F,50.0,Masivo,Web,2020-11-27,2025-07-24,160.0,14,7733.28,552.3771428571429,43,1,3,2,132,6,En riesgo,True,True
C12271,Lima,M,33.0,Premium,Web,2020-11-27,2025-10-20,72.0,14,9456.36,675.4542857142858,59,2,3,2,232,7,En riesgo,False,True
C14907,Lima,M,36.0,Masivo,Tienda,2020-11-27,2025-12-16,15.0,16,17423.74,1088.98375,78,4,4,4,444,12,Campeones,False,True
C08487,Trujillo,M,42.0,Masivo,Tienda,2020-11-27,2024-11-07,419.0,10,12283.880000000001,1228.3880000000001,60,1,1,3,113,5,En riesgo,True,True
C09185,Lima,M,34.0,Masivo,App,2020-11-27,2025-11-25,36.0,13,13069.19,1005.3223076923077,72,3,3,3,333,9,Regular,False,True
C08161,Cusco,M,41.0,Preferente,Tienda,2020-11-28,2025-12-15,16.0,19,17354.67,913.4036842105262,81,4,5,4,454,13,Campeones,False,True
C10974,Arequipa,No especificado,51.0,Masivo,Tienda,2020-11-28,2025-10-19,73.0,11,8322.0,756.5454545454545,45,2,2,2,222,6,Bajo valor,False,True
C01867,Piura,F,20.0,Masivo,Web,2020-11-28,2025-07-13,171.0,10,11353.289999999999,1135.329,42,1,1,3,113,5,En riesgo,True,True
C06039,Piura,No especificado,45.0,Preferente,Tienda,2020-11-28,2025-06-01,213.0,9,8917.49,990.8322222222222,44,1,1,2,112,4,Bajo valor,True,True
C02873,Lima,M,50.0,Masivo,Web,2020-11-28,2025-11-28,33.0,9,18214.17,2023.7966666666664,45,3,1,4,314,8,Regular,False,True
C10169,Cusco,M,46.0,Masivo,Tienda,2020-11-28,2025-11-11,50.0,17,13948.660000000002,820.509411764706,73,3,5,3,353,11,Leales,False,True
C11103,Trujillo,F,,Preferente,App,2020-11-28,2025-12-23,8.0,14,17221.68,1230.1200000000001,127,5,3,4,534,12,Alto valor,False,True
C12958,Trujillo,M,79.0,Masivo,Tienda,2020-11-28,2025-12-28,3.0,13,18632.18,1433.2446153846154,76,5,3,4,534,12,Alto valor,False,True
C13174,Lima,M,23.0,Masivo,Tienda,2020-11-28,2025-12-05,26.0,10,8306.609999999999,830.6609999999998,57,4,1,2,412,7,Nuevos o prometedores,False,True
C03588,Piura,M,18.0,Premium,Tienda,2020-11-28,2025-12-22,9.0,16,11765.869999999999,735.3668749999999,72,5,4,3,543,12,Leales,False,True
C13505,Lima,M,63.0,Masivo,Tienda,2020-11-28,2025-10-26,66.0,12,12224.2,1018.6833333333334,55,2,2,3,223,7,En riesgo,False,True
C06261,Lima,F,19.0,Masivo,Tienda,2020-11-29,2025-07-26,158.0,12,23243.16,1936.93,78,1,2,5,125,8,En riesgo,True,True
C01953,Cusco,F,25.0,Masivo,Web,2020-11-29,2025-12-27,4.0,19,12813.3,674.3842105263158,101,5,5,3,553,13,Leales,False,True
C03102,Lima,M,46.0,Masivo,Web,2020-11-29,2025-12-26,5.0,19,15980.060000000001,841.0557894736843,68,5,5,4,554,14,Campeones,False,True
C13890,Lima,F,33.0,Masivo,Tienda,2020-11-29,2025-08-20,133.0,12,11677.2,973.1,102,1,2,3,123,6,En riesgo,True,True
C14762,Lima,F,41.0,Masivo,Web,2020-11-29,2025-09-15,107.0,13,31590.47,2430.036153846154,56,2,3,5,235,10,Alto valor,True,True
C05166,Lima,F,37.0,Preferente,,2020-11-29,2025-12-27,4.0,13,9709.23,746.8638461538461,80,5,3,2,532,10,Regular,False,True
C07225,Cusco,F,18.0,Preferente,Tienda,2020-11-29,2025-09-01,121.0,15,12865.34,857.6893333333334,83,1,4,3,143,8,En riesgo,True,True
C04605,Piura,F,31.0,Masivo,App,2020-11-29,2025-11-17,44.0,16,7340.09,458.755625,62,3,4,1,341,8,Leales,False,True
C02901,Lima,No especificado,30.0,Preferente,Tienda,2020-11-30,2025-12-13,18.0,13,11018.98,847.6138461538461,73,4,3,3,433,10,Regular,False,True
C00601,Piura,No especificado,38.0,Masivo,Tienda,2020-11-30,2025-12-18,13.0,18,19327.18,1073.7322222222222,112,4,5,4,454,13,Campeones,False,True
C07639,Arequipa,M,,Preferente,Tienda,2020-11-30,2025-09-25,97.0,8,17193.67,2149.20875,32,2,1,4,214,7,En riesgo,True,True
C01464,Lima,M,31.0,Masivo,Tienda,2020-11-30,2025-11-08,53.0,16,15049.65,940.603125,89,3,4,4,344,11,Leales,False,True
C02995,Piura,F,20.0,Masivo,Tienda,2020-11-30,2025-11-02,59.0,11,19231.25,1748.2954545454545,36,3,2,4,324,9,Regular,False,True
C13495,Cusco,F,32.0,Masivo,App,2020-12-01,2025-12-19,12.0,11,13418.46,1219.86,56,4,2,3,423,9,Nuevos o prometedores,False,True
C00765,Lima,F,40.0,Masivo,App,2020-12-01,2025-10-27,65.0,14,20174.95,1441.0678571428573,93,2,3,5,235,10,Alto valor,False,True
C00351,Trujillo,M,35.0,Premium,Web,2020-12-01,2025-02-22,312.0,12,10070.58,839.215,91,1,2,2,122,5,Bajo valor,True,True
C02600,Lima,M,,Masivo,Tienda,2020-12-01,2025-08-16,137.0,9,10371.75,1152.4166666666667,46,1,1,2,112,4,Bajo valor,True,True
C10344,Trujillo,F,51.0,Masivo,Tienda,2020-12-01,2025-09-05,117.0,15,14105.9,940.3933333333333,61,2,4,3,243,9,En riesgo,True,True
C01935,Lima,F,19.0,Masivo,Tienda,2020-12-01,2025-12-27,4.0,14,8164.76,583.1971428571429,69,5,3,2,532,10,Regular,False,True
C09086,Lima,F,50.0,Masivo,Tienda,2020-12-02,2025-12-13,18.0,12,38957.81,3246.4841666666666,62,4,2,5,425,11,Nuevos o prometedores,False,True
C14398,Lima,M,39.0,Masivo,Tienda,2020-12-02,2025-12-11,20.0,21,12586.29,599.3471428571429,90,4,5,3,453,12,Leales,False,True
C04035,Cusco,F,49.0,Preferente,Web,2020-12-02,2025-11-19,42.0,10,8241.429999999998,824.1429999999998,44,3,1,2,312,6,Regular,False,True
C12177,Cusco,M,39.0,Masivo,Tienda,2020-12-02,2025-09-02,120.0,15,18605.47,1240.3646666666668,94,1,4,4,144,9,Alto valor,True,True
C03426,Cusco,M,46.0,Preferente,Tienda,2020-12-02,2025-12-07,24.0,11,17365.43,1578.6754545454546,57,4,2,4,424,10,Nuevos o prometedores,False,True
C00064,Piura,F,30.0,Masivo,Tienda,2020-12-03,2025-09-09,113.0,6,3654.2400000000002,609.0400000000001,18,2,1,1,211,4,Bajo valor,True,True
C05558,Lima,M,46.0,Preferente,Tienda,2020-12-03,2025-11-15,46.0,13,8445.86,649.6815384615385,48,3,3,2,332,8,Regular,False,True
C09503,Lima,M,41.0,Masivo,Tienda,2020-12-03,2025-10-13,79.0,6,10456.050000000001,1742.6750000000002,32,2,1,2,212,5,Bajo valor,False,True
C06092,Piura,M,37.0,Masivo,App,2020-12-03,2025-06-05,209.0,16,14882.439999999999,930.1524999999999,87,1,4,4,144,9,Alto valor,True,True
C14775,Arequipa,No especificado,26.0,Masivo,App,2020-12-03,2025-09-09,113.0,13,22484.08,1729.5446153846156,65,2,3,5,235,10,Alto valor,True,True
C09002,Lima,M,29.0,Preferente,Tienda,2020-12-03,2025-09-19,103.0,13,12220.19,940.0146153846155,86,2,3,3,233,8,En riesgo,True,True
C10374,Arequipa,M,69.0,Masivo,App,2020-12-03,2025-11-22,39.0,14,7271.740000000001,519.4100000000001,75,3,3,1,331,7,Regular,False,True
C10334,Arequipa,No especificado,29.0,Preferente,Tienda,2020-12-04,2025-09-21,101.0,13,8548.94,657.6107692307693,49,2,3,2,232,7,En riesgo,True,True
C11941,Arequipa,M,45.0,Preferente,Tienda,2020-12-04,2025-12-12,19.0,12,6804.13,567.0108333333334,70,4,2,1,421,7,Nuevos o prometedores,False,True
C05733,Piura,M,62.0,Masivo,Web,2020-12-04,2025-11-13,48.0,12,20521.01,1710.0841666666665,82,3,2,5,325,10,Regular,False,True
C01583,Lima,F,26.0,Preferente,Tienda,2020-12-04,2025-10-16,76.0,15,30892.27,2059.4846666666667,88,2,4,5,245,11,Alto valor,False,True
C12606,Lima,M,56.0,Preferente,,2020-12-04,2025-12-10,21.0,19,12304.31,647.5952631578947,94,4,5,3,453,12,Leales,False,True
C13008,Lima,F,41.0,Masivo,Tienda,2020-12-04,2025-07-18,166.0,14,8159.41,582.8149999999999,96,1,3,2,132,6,En riesgo,True,True
C02474,Lima,F,72.0,Preferente,Tienda,2020-12-04,2025-11-27,34.0,13,11629.18,894.5523076923077,58,3,3,3,333,9,Regular,False,True
C02699,Trujillo,M,30.0,Masivo,Tienda,2020-12-04,2025-12-18,13.0,19,21104.2,1110.7473684210527,125,4,5,5,455,14,Campeones,False,True
C06122,Piura,F,39.0,Masivo,Tienda,2020-12-04,2025-06-17,197.0,6,7197.73,1199.6216666666667,22,1,1,1,111,3,Bajo valor,True,True
C03346,Piura,F,30.0,Masivo,Tienda,2020-12-05,2025-12-16,15.0,15,13454.28,896.952,84,4,4,3,443,11,Leales,False,True
C05191,Lima,F,38.0,Masivo,Web,2020-12-05,2025-12-02,29.0,13,23625.23,1817.3253846153846,78,3,3,5,335,11,Alto valor,False,True
C00979,Lima,M,47.0,Masivo,Tienda,2020-12-05,2025-08-29,124.0,17,18642.04,1096.5905882352943,99,1,5,4,154,10,Alto valor,True,True
C04184,Cusco,M,33.0,Masivo,Web,2020-12-05,2025-08-02,151.0,15,7875.33,525.022,64,1,4,2,142,7,En riesgo,True,True
